id,name,bugs,cyclomatic
77,org.apache.hadoop.metrics2.impl.MetricsRecordBuilderImpl.tag(),0,2
78,org.apache.hadoop.metrics2.impl.MetricsRecordBuilderImpl.tags(),0,1
79,org.apache.hadoop.metrics2.lib.MetricsRegistry.add(),0,1
80,org.apache.hadoop.metrics2.lib.MetricsRegistry.get(),0,1
81,org.apache.hadoop.metrics2.lib.MetricsRegistry.getTag(),0,1
82,org.apache.hadoop.metrics2.lib.MetricsRegistry.info(),0,1
83,org.apache.hadoop.metrics2.lib.MetricsRegistry.metrics(),0,1
84,org.apache.hadoop.metrics2.lib.MetricsRegistry.newCounter(),0,1
85,org.apache.hadoop.metrics2.lib.MetricsRegistry.newGauge(),0,1
86,org.apache.hadoop.metrics2.lib.MetricsRegistry.newRate(),0,1
87,org.apache.hadoop.metrics2.lib.MetricsRegistry.newStat(),0,1
88,org.apache.hadoop.metrics2.lib.MetricsRegistry.setContext(),0,1
89,org.apache.hadoop.metrics2.lib.MetricsRegistry.snapshot(),0,3
90,org.apache.hadoop.metrics2.lib.MetricsRegistry.tag(),0,1
91,org.apache.hadoop.metrics2.lib.MetricsRegistry.tags(),0,1
92,org.apache.hadoop.metrics2.lib.MetricsRegistry.toString(),0,1
93,org.apache.hadoop.metrics2.lib.MutableRates.add(),0,1
94,org.apache.hadoop.metrics2.lib.MutableRates.init(),0,4
95,org.apache.hadoop.metrics2.lib.MutableRates.snapshot(),0,1
96,org.apache.hadoop.metrics2.lib.MutableStat.add(),0,1
97,org.apache.hadoop.metrics2.lib.MutableStat.resetMinMax(),0,1
98,org.apache.hadoop.metrics2.lib.MutableStat.snapshot(),1,5
99,org.apache.hadoop.metrics2.MetricsRecordBuilder.add(),0,0
100,org.apache.hadoop.metrics2.MetricsRecordBuilder.addCounter(),0,0
101,org.apache.hadoop.metrics2.MetricsRecordBuilder.addGauge(),0,0
102,org.apache.hadoop.metrics2.MetricsRecordBuilder.endRecord(),0,1
103,org.apache.hadoop.metrics2.MetricsRecordBuilder.parent(),0,0
104,org.apache.hadoop.metrics2.MetricsRecordBuilder.setContext(),0,0
105,org.apache.hadoop.metrics2.MetricsRecordBuilder.tag(),0,0
106,org.apache.hadoop.metrics2.util.SampleStat.add(),0,2
107,org.apache.hadoop.metrics2.util.SampleStat.copyTo(),1,1
108,org.apache.hadoop.metrics2.util.SampleStat.max(),0,1
109,org.apache.hadoop.metrics2.util.SampleStat.mean(),1,2
110,org.apache.hadoop.metrics2.util.SampleStat.min(),0,1
111,org.apache.hadoop.metrics2.util.SampleStat.numSamples(),0,1
112,org.apache.hadoop.metrics2.util.SampleStat.reset(),1,1
113,org.apache.hadoop.metrics2.util.SampleStat.stddev(),0,1
114,org.apache.hadoop.metrics2.util.SampleStat.variance(),0,2
115,org.apache.hadoop.metrics2.util.SampleStat.MinMax.add(),0,3
116,org.apache.hadoop.metrics2.util.SampleStat.MinMax.max(),0,1
117,org.apache.hadoop.metrics2.util.SampleStat.MinMax.min(),0,1
118,org.apache.hadoop.metrics2.util.SampleStat.MinMax.reset(),0,1
119,org.apache.hadoop.net.NetworkTopology.add(),1,9
120,org.apache.hadoop.net.NetworkTopology.chooseRandom(),0,13
121,org.apache.hadoop.net.NetworkTopology.contains(),0,4
122,org.apache.hadoop.net.NetworkTopology.countNumOfAvailableNodes(),0,9
123,org.apache.hadoop.net.NetworkTopology.getDistance(),0,8
124,org.apache.hadoop.net.NetworkTopology.getNode(),0,2
125,org.apache.hadoop.net.NetworkTopology.getNumOfLeaves(),0,1
126,org.apache.hadoop.net.NetworkTopology.getNumOfRacks(),0,1
127,org.apache.hadoop.net.NetworkTopology.isOnSameRack(),0,2
128,org.apache.hadoop.net.NetworkTopology.pseudoSortByDistance(),0,0
129,org.apache.hadoop.net.NetworkTopology.remove(),0,5
130,org.apache.hadoop.net.NetworkTopology.toString(),0,2
131,org.apache.hadoop.record.meta.StructTypeID.add(),0,0
132,org.apache.hadoop.record.meta.StructTypeID.equals(),0,0
133,org.apache.hadoop.record.meta.StructTypeID.findStruct(),0,0
134,org.apache.hadoop.record.meta.StructTypeID.getFieldTypeInfos(),0,0
135,org.apache.hadoop.record.meta.StructTypeID.hashCode(),0,0
136,org.apache.hadoop.record.meta.StructTypeID.read(),0,0
137,org.apache.hadoop.record.meta.StructTypeID.write(),0,0
138,org.apache.hadoop.record.meta.StructTypeID.writeRest(),0,0
139,org.apache.hadoop.security.NetgroupCache.add(),0,4
140,org.apache.hadoop.security.NetgroupCache.clear(),0,1
141,org.apache.hadoop.security.NetgroupCache.getNetgroupNames(),0,1
142,org.apache.hadoop.security.NetgroupCache.getNetgroups(),0,2
143,org.apache.hadoop.security.NetgroupCache.isCached(),0,1
144,org.apache.hadoop.util.bloom.BloomFilter.add(),0,3
145,org.apache.hadoop.util.bloom.BloomFilter.and(),0,2
146,org.apache.hadoop.util.bloom.BloomFilter.getVectorSize(),0,1
147,org.apache.hadoop.util.bloom.BloomFilter.membershipTest(),0,4
148,org.apache.hadoop.util.bloom.BloomFilter.not(),0,1
149,org.apache.hadoop.util.bloom.BloomFilter.or(),0,2
150,org.apache.hadoop.util.bloom.BloomFilter.readFields(),0,4
151,org.apache.hadoop.util.bloom.BloomFilter.toString(),0,1
152,org.apache.hadoop.util.bloom.BloomFilter.write(),0,5
153,org.apache.hadoop.util.bloom.BloomFilter.xor(),0,2
154,org.apache.hadoop.util.bloom.CountingBloomFilter.add(),0,4
155,org.apache.hadoop.util.bloom.CountingBloomFilter.and(),0,3
156,org.apache.hadoop.util.bloom.CountingBloomFilter.approximateCount(),0,4
157,org.apache.hadoop.util.bloom.CountingBloomFilter.delete(),0,5
158,org.apache.hadoop.util.bloom.CountingBloomFilter.membershipTest(),0,4
159,org.apache.hadoop.util.bloom.CountingBloomFilter.not(),0,1
160,org.apache.hadoop.util.bloom.CountingBloomFilter.or(),0,3
161,org.apache.hadoop.util.bloom.CountingBloomFilter.readFields(),0,2
162,org.apache.hadoop.util.bloom.CountingBloomFilter.toString(),0,3
163,org.apache.hadoop.util.bloom.CountingBloomFilter.write(),0,2
164,org.apache.hadoop.util.bloom.CountingBloomFilter.xor(),0,1
165,org.apache.hadoop.util.bloom.DynamicBloomFilter.add(),0,3
166,org.apache.hadoop.util.bloom.DynamicBloomFilter.and(),0,4
167,org.apache.hadoop.util.bloom.DynamicBloomFilter.membershipTest(),0,4
168,org.apache.hadoop.util.bloom.DynamicBloomFilter.not(),0,2
169,org.apache.hadoop.util.bloom.DynamicBloomFilter.or(),0,4
170,org.apache.hadoop.util.bloom.DynamicBloomFilter.readFields(),0,2
171,org.apache.hadoop.util.bloom.DynamicBloomFilter.toString(),0,2
172,org.apache.hadoop.util.bloom.DynamicBloomFilter.write(),0,2
173,org.apache.hadoop.util.bloom.DynamicBloomFilter.xor(),0,4
174,org.apache.hadoop.util.bloom.Filter.add(),0,3
175,org.apache.hadoop.util.bloom.Filter.and(),0,0
176,org.apache.hadoop.util.bloom.Filter.membershipTest(),0,0
177,org.apache.hadoop.util.bloom.Filter.not(),0,0
178,org.apache.hadoop.util.bloom.Filter.or(),0,0
179,org.apache.hadoop.util.bloom.Filter.readFields(),0,3
180,org.apache.hadoop.util.bloom.Filter.write(),0,1
181,org.apache.hadoop.util.bloom.Filter.xor(),0,0
182,org.apache.hadoop.util.bloom.RetouchedBloomFilter.add(),0,3
183,org.apache.hadoop.util.bloom.RetouchedBloomFilter.addFalsePositive(),0,3
184,org.apache.hadoop.util.bloom.RetouchedBloomFilter.readFields(),0,6
185,org.apache.hadoop.util.bloom.RetouchedBloomFilter.selectiveClearing(),0,7
186,org.apache.hadoop.util.bloom.RetouchedBloomFilter.write(),0,6
187,org.apache.hadoop.record.compiler.generated.ParseException.add_escapes(),0,0
188,org.apache.hadoop.record.compiler.generated.ParseException.getMessage(),0,0
189,org.apache.hadoop.security.Credentials.addAll(),0,5
190,org.apache.hadoop.security.Credentials.addSecretKey(),0,1
191,org.apache.hadoop.security.Credentials.addToken(),1,5
192,org.apache.hadoop.security.Credentials.getAllTokens(),0,1
193,org.apache.hadoop.security.Credentials.getSecretKey(),0,1
194,org.apache.hadoop.security.Credentials.getToken(),0,1
195,org.apache.hadoop.security.Credentials.numberOfSecretKeys(),0,1
196,org.apache.hadoop.security.Credentials.numberOfTokens(),0,1
197,org.apache.hadoop.security.Credentials.readFields(),0,3
198,org.apache.hadoop.security.Credentials.readTokenStorageFile(),0,2
199,org.apache.hadoop.security.Credentials.readTokenStorageStream(),1,5
200,org.apache.hadoop.security.Credentials.write(),0,3
201,org.apache.hadoop.security.Credentials.writeTokenStorageFile(),1,1
202,org.apache.hadoop.security.Credentials.writeTokenStorageToStream(),1,1
203,org.apache.hadoop.io.file.tfile.BCFile.DataIndex.addBlockRegion(),0,1
204,org.apache.hadoop.io.file.tfile.BCFile.DataIndex.getBlockRegionList(),0,1
205,org.apache.hadoop.io.file.tfile.BCFile.DataIndex.getDefaultCompressionAlgorithm(),0,1
206,org.apache.hadoop.io.file.tfile.BCFile.DataIndex.write(),0,2
207,org.apache.hadoop.fs.shell.CommandFactory.addClass(),0,2
208,org.apache.hadoop.fs.shell.CommandFactory.addObject(),0,2
209,org.apache.hadoop.fs.shell.CommandFactory.getInstance(),0,4
210,org.apache.hadoop.fs.shell.CommandFactory.getNames(),0,1
211,org.apache.hadoop.fs.shell.CommandFactory.registerCommands(),0,2
212,org.apache.hadoop.util.ProgramDriver.addClass(),0,1
213,org.apache.hadoop.util.ProgramDriver.driver(),0,2
214,org.apache.hadoop.http.HttpServer.addContext(),0,0
215,org.apache.hadoop.http.HttpServer.addDefaultApps(),0,0
216,org.apache.hadoop.http.HttpServer.addDefaultServlets(),0,0
217,org.apache.hadoop.http.HttpServer.addFilter(),0,0
218,org.apache.hadoop.http.HttpServer.addFilterPathMapping(),0,0
219,org.apache.hadoop.http.HttpServer.addGlobalFilter(),0,0
220,org.apache.hadoop.http.HttpServer.addInternalServlet(),0,0
221,org.apache.hadoop.http.HttpServer.addJerseyResourcePackage(),0,0
222,org.apache.hadoop.http.HttpServer.addServlet(),0,0
223,org.apache.hadoop.http.HttpServer.addSslListener(),0,0
224,org.apache.hadoop.http.HttpServer.createBaseListener(),0,0
225,org.apache.hadoop.http.HttpServer.createDefaultChannelConnector(),0,0
226,org.apache.hadoop.http.HttpServer.defineFilter(),0,0
227,org.apache.hadoop.http.HttpServer.getAttribute(),0,0
228,org.apache.hadoop.http.HttpServer.getPort(),0,0
229,org.apache.hadoop.http.HttpServer.getWebAppsPath(),0,0
230,org.apache.hadoop.http.HttpServer.hasAdministratorAccess(),2,0
231,org.apache.hadoop.http.HttpServer.isAlive(),0,0
232,org.apache.hadoop.http.HttpServer.join(),0,0
233,org.apache.hadoop.http.HttpServer.setAttribute(),0,0
234,org.apache.hadoop.http.HttpServer.setThreads(),0,0
235,org.apache.hadoop.http.HttpServer.start(),0,0
236,org.apache.hadoop.http.HttpServer.stop(),1,0
237,org.apache.hadoop.http.HttpServer.toString(),0,0
238,org.apache.hadoop.conf.Configuration.addDefaultResource(),0,4
239,org.apache.hadoop.conf.Configuration.addDeprecatedKeys(),0,0
240,org.apache.hadoop.conf.Configuration.addDeprecation(),3,1
241,org.apache.hadoop.conf.Configuration.addResource(),0,1
242,org.apache.hadoop.conf.Configuration.clear(),0,1
243,org.apache.hadoop.conf.Configuration.dumpConfiguration(),0,2
244,org.apache.hadoop.conf.Configuration.get(),0,2
245,org.apache.hadoop.conf.Configuration.getBoolean(),1,4
246,org.apache.hadoop.conf.Configuration.getClass(),0,4
247,org.apache.hadoop.conf.Configuration.getClassByName(),1,2
248,org.apache.hadoop.conf.Configuration.getClasses(),1,4
249,org.apache.hadoop.conf.Configuration.getClassLoader(),0,1
250,org.apache.hadoop.conf.Configuration.getConfResourceAsInputStream(),0,3
251,org.apache.hadoop.conf.Configuration.getConfResourceAsReader(),0,3
252,org.apache.hadoop.conf.Configuration.getEnum(),0,2
253,org.apache.hadoop.conf.Configuration.getFile(),0,3
254,org.apache.hadoop.conf.Configuration.getFloat(),0,2
255,org.apache.hadoop.conf.Configuration.getInstances(),0,3
256,org.apache.hadoop.conf.Configuration.getInt(),0,3
257,org.apache.hadoop.conf.Configuration.getLocalPath(),0,4
258,org.apache.hadoop.conf.Configuration.getLong(),0,3
259,org.apache.hadoop.conf.Configuration.getPattern(),0,3
260,org.apache.hadoop.conf.Configuration.getProps(),0,7
261,org.apache.hadoop.conf.Configuration.getQuietMode(),0,1
262,org.apache.hadoop.conf.Configuration.getRange(),0,1
263,org.apache.hadoop.conf.Configuration.getRaw(),0,2
264,org.apache.hadoop.conf.Configuration.getResource(),0,1
265,org.apache.hadoop.conf.Configuration.getStringCollection(),0,1
266,org.apache.hadoop.conf.Configuration.getStrings(),0,1
267,org.apache.hadoop.conf.Configuration.getTrimmed(),0,2
268,org.apache.hadoop.conf.Configuration.getTrimmedStringCollection(),0,2
269,org.apache.hadoop.conf.Configuration.getTrimmedStrings(),0,1
270,org.apache.hadoop.conf.Configuration.getValByRegex(),0,4
271,org.apache.hadoop.conf.Configuration.if(),0,0
272,org.apache.hadoop.conf.Configuration.iterator(),0,3
273,org.apache.hadoop.conf.Configuration.main(),0,1
274,org.apache.hadoop.conf.Configuration.readFields(),0,3
275,org.apache.hadoop.conf.Configuration.reloadConfiguration(),0,1
276,org.apache.hadoop.conf.Configuration.set(),2,8
277,org.apache.hadoop.conf.Configuration.setBoolean(),0,1
278,org.apache.hadoop.conf.Configuration.setBooleanIfUnset(),0,1
279,org.apache.hadoop.conf.Configuration.setClass(),0,2
280,org.apache.hadoop.conf.Configuration.setClassLoader(),0,1
281,org.apache.hadoop.conf.Configuration.setEnum(),0,1
282,org.apache.hadoop.conf.Configuration.setFloat(),0,1
283,org.apache.hadoop.conf.Configuration.setIfUnset(),0,2
284,org.apache.hadoop.conf.Configuration.setInt(),0,1
285,org.apache.hadoop.conf.Configuration.setLong(),0,1
286,org.apache.hadoop.conf.Configuration.setPattern(),0,1
287,org.apache.hadoop.conf.Configuration.setQuietMode(),0,1
288,org.apache.hadoop.conf.Configuration.setStrings(),0,1
289,org.apache.hadoop.conf.Configuration.size(),0,1
290,org.apache.hadoop.conf.Configuration.toString(),0,3
291,org.apache.hadoop.conf.Configuration.unset(),1,4
292,org.apache.hadoop.conf.Configuration.write(),0,3
293,org.apache.hadoop.conf.Configuration.writeXml(),0,2
294,org.apache.hadoop.fs.viewfs.InodeTree.INodeDir.addDir(),0,3
295,org.apache.hadoop.fs.viewfs.InodeTree.INodeDir.addLink(),0,2
296,org.apache.hadoop.fs.viewfs.InodeTree.INodeDir.resolve(),0,0
297,org.apache.hadoop.fs.viewfs.InodeTree.INodeDir.resolveInternal(),0,1
298,org.apache.hadoop.io.file.tfile.BCFile.MetaIndex.addEntry(),0,1
299,org.apache.hadoop.io.file.tfile.BCFile.MetaIndex.getMetaByName(),0,1
300,org.apache.hadoop.io.file.tfile.BCFile.MetaIndex.write(),0,2
301,org.apache.hadoop.io.file.tfile.TFile.TFileIndex.addEntry(),0,1
302,org.apache.hadoop.io.file.tfile.TFile.TFileIndex.getEntry(),0,1
303,org.apache.hadoop.io.file.tfile.TFile.TFileIndex.getFirstKey(),0,1
304,org.apache.hadoop.io.file.tfile.TFile.TFileIndex.getLastKey(),0,2
305,org.apache.hadoop.io.file.tfile.TFile.TFileIndex.getLocationByRecordNum(),0,2
306,org.apache.hadoop.io.file.tfile.TFile.TFileIndex.getRecordNumByLocation(),0,2
307,org.apache.hadoop.io.file.tfile.TFile.TFileIndex.lowerBound(),0,4
308,org.apache.hadoop.io.file.tfile.TFile.TFileIndex.setFirstKey(),0,1
309,org.apache.hadoop.io.file.tfile.TFile.TFileIndex.upperBound(),0,4
310,org.apache.hadoop.io.file.tfile.TFile.TFileIndex.write(),0,3
311,org.apache.hadoop.record.compiler.generated.TokenMgrError.addEscapes(),0,0
312,org.apache.hadoop.record.compiler.generated.TokenMgrError.getMessage(),0,0
313,org.apache.hadoop.record.meta.RecordTypeInfo.addField(),0,0
314,org.apache.hadoop.record.meta.RecordTypeInfo.compareTo(),0,0
315,org.apache.hadoop.record.meta.RecordTypeInfo.deserialize(),0,0
316,org.apache.hadoop.record.meta.RecordTypeInfo.getFieldTypeInfos(),0,0
317,org.apache.hadoop.record.meta.RecordTypeInfo.getName(),0,0
318,org.apache.hadoop.record.meta.RecordTypeInfo.getNestedStructTypeInfo(),0,0
319,org.apache.hadoop.record.meta.RecordTypeInfo.serialize(),0,0
320,org.apache.hadoop.record.meta.RecordTypeInfo.setName(),0,0
321,org.apache.hadoop.record.compiler.ant.RccTask.addFileset(),0,0
322,org.apache.hadoop.record.compiler.ant.RccTask.execute(),0,0
323,org.apache.hadoop.record.compiler.ant.RccTask.setDestdir(),0,0
324,org.apache.hadoop.record.compiler.ant.RccTask.setFailonerror(),0,0
325,org.apache.hadoop.record.compiler.ant.RccTask.setFile(),0,0
326,org.apache.hadoop.record.compiler.ant.RccTask.setLanguage(),0,0
327,org.apache.hadoop.fs.FileSystem.addFileSystemForTesting(),0,1
328,org.apache.hadoop.fs.FileSystem.append(),0,1
329,org.apache.hadoop.fs.FileSystem.checkPath(),2,7
330,org.apache.hadoop.fs.FileSystem.clearStatistics(),0,1
331,org.apache.hadoop.fs.FileSystem.close(),0,1
332,org.apache.hadoop.fs.FileSystem.closeAll(),0,1
333,org.apache.hadoop.fs.FileSystem.closeAllForUGI(),0,1
334,org.apache.hadoop.fs.FileSystem.completeLocalOutput(),0,1
335,org.apache.hadoop.fs.FileSystem.copyFromLocalFile(),0,1
336,org.apache.hadoop.fs.FileSystem.copyToLocalFile(),0,2
337,org.apache.hadoop.fs.FileSystem.create(),0,1
338,org.apache.hadoop.fs.FileSystem.createNewFile(),0,2
339,org.apache.hadoop.fs.FileSystem.delete(),0,1
340,org.apache.hadoop.fs.FileSystem.deleteOnExit(),0,2
341,org.apache.hadoop.fs.FileSystem.exists(),0,2
342,org.apache.hadoop.fs.FileSystem.get(),2,1
343,org.apache.hadoop.fs.FileSystem.getAllStatistics(),0,1
344,org.apache.hadoop.fs.FileSystem.getBlockSize(),0,1
345,org.apache.hadoop.fs.FileSystem.getCanonicalServiceName(),1,2
346,org.apache.hadoop.fs.FileSystem.getContentSummary(),0,4
347,org.apache.hadoop.fs.FileSystem.getDefaultBlockSize(),0,1
348,org.apache.hadoop.fs.FileSystem.getDefaultPort(),0,1
349,org.apache.hadoop.fs.FileSystem.getDefaultReplication(),0,1
350,org.apache.hadoop.fs.FileSystem.getDefaultUri(),0,2
351,org.apache.hadoop.fs.FileSystem.getDelegationToken(),0,1
352,org.apache.hadoop.fs.FileSystem.getDelegationTokens(),0,0
353,org.apache.hadoop.fs.FileSystem.getFileBlockLocations(),0,2
354,org.apache.hadoop.fs.FileSystem.getFileChecksum(),0,1
355,org.apache.hadoop.fs.FileSystem.getFileStatus(),0,0
356,org.apache.hadoop.fs.FileSystem.getHomeDirectory(),0,1
357,org.apache.hadoop.fs.FileSystem.getInitialWorkingDirectory(),0,1
358,org.apache.hadoop.fs.FileSystem.getLength(),0,1
359,org.apache.hadoop.fs.FileSystem.getLocal(),0,1
360,org.apache.hadoop.fs.FileSystem.getName(),0,1
361,org.apache.hadoop.fs.FileSystem.getNamed(),0,1
362,org.apache.hadoop.fs.FileSystem.getReplication(),0,1
363,org.apache.hadoop.fs.FileSystem.getServerDefaults(),0,1
364,org.apache.hadoop.fs.FileSystem.getStatistics(),0,2
365,org.apache.hadoop.fs.FileSystem.getStatus(),0,1
366,org.apache.hadoop.fs.FileSystem.getUri(),0,0
367,org.apache.hadoop.fs.FileSystem.getUsed(),0,1
368,org.apache.hadoop.fs.FileSystem.getWorkingDirectory(),0,0
369,org.apache.hadoop.fs.FileSystem.globStatus(),1,1
370,org.apache.hadoop.fs.FileSystem.initialize(),0,2
371,org.apache.hadoop.fs.FileSystem.isDirectory(),0,2
372,org.apache.hadoop.fs.FileSystem.isFile(),0,2
373,org.apache.hadoop.fs.FileSystem.listCorruptFileBlocks(),0,1
374,org.apache.hadoop.fs.FileSystem.listFiles(),0,1
375,org.apache.hadoop.fs.FileSystem.listLocatedStatus(),0,1
376,org.apache.hadoop.fs.FileSystem.listStatus(),0,2
377,org.apache.hadoop.fs.FileSystem.makeQualified(),0,1
378,org.apache.hadoop.fs.FileSystem.mkdirs(),0,1
379,org.apache.hadoop.fs.FileSystem.moveFromLocalFile(),0,1
380,org.apache.hadoop.fs.FileSystem.moveToLocalFile(),0,1
381,org.apache.hadoop.fs.FileSystem.newInstance(),2,1
382,org.apache.hadoop.fs.FileSystem.newInstanceLocal(),0,1
383,org.apache.hadoop.fs.FileSystem.open(),0,1
384,org.apache.hadoop.fs.FileSystem.primitiveCreate(),0,2
385,org.apache.hadoop.fs.FileSystem.primitiveMkdir(),0,1
386,org.apache.hadoop.fs.FileSystem.printStatistics(),0,2
387,org.apache.hadoop.fs.FileSystem.processDeleteOnExit(),1,4
388,org.apache.hadoop.fs.FileSystem.rename(),0,14
389,org.apache.hadoop.fs.FileSystem.resolvePath(),0,1
390,org.apache.hadoop.fs.FileSystem.setDefaultUri(),0,1
391,org.apache.hadoop.fs.FileSystem.setOwner(),0,1
392,org.apache.hadoop.fs.FileSystem.setPermission(),0,1
393,org.apache.hadoop.fs.FileSystem.setReplication(),0,1
394,org.apache.hadoop.fs.FileSystem.setTimes(),0,1
395,org.apache.hadoop.fs.FileSystem.setVerifyChecksum(),0,1
396,org.apache.hadoop.fs.FileSystem.setWorkingDirectory(),0,0
397,org.apache.hadoop.fs.FileSystem.startLocalOutput(),0,1
398,org.apache.hadoop.http.FilterContainer.addFilter(),0,0
399,org.apache.hadoop.http.FilterContainer.addGlobalFilter(),0,0
400,org.apache.hadoop.security.authorize.AccessControlList.addGroup(),1,3
401,org.apache.hadoop.security.authorize.AccessControlList.addUser(),1,3
402,org.apache.hadoop.security.authorize.AccessControlList.getAclString(),0,2
403,org.apache.hadoop.security.authorize.AccessControlList.getGroups(),0,1
404,org.apache.hadoop.security.authorize.AccessControlList.getUsers(),0,1
